,ProbeID,GeneName,Approved symbol,GeneSymbol,Description,RefSeq,EntrezID
22284,A_33_P3281308,uncharacterized LOC286467,FIRRE,LOC286467,"Homo sapiens uncharacterized LOC286467 (LOC286467), long non-coding RNA [NR_026975]",NR_026975,
22315,A_24_P14932,WD repeat domain 52,CFAP44,WDR52,"Homo sapiens WD repeat domain 52 (WDR52), transcript variant 2, mRNA [NM_018338]",NM_018338,55779.0
22350,A_33_P3270793,"family with sequence similarity 84, member A",LRATD1,FAM84A,"Homo sapiens family with sequence similarity 84, member A (FAM84A), mRNA [NM_145175]",NM_145175,151354.0
26901,A_23_P306215,"family with sequence similarity 84, member A",LRATD1,FAM84A,"Homo sapiens family with sequence similarity 84, member A (FAM84A), mRNA [NM_145175]",NM_145175,151354.0
33588,A_24_P413920,"family with sequence similarity 84, member A",LRATD1,FAM84A,"Homo sapiens family with sequence similarity 84, member A (FAM84A), mRNA [NM_145175]",NM_145175,151354.0
22355,A_32_P155826,USP27X antisense RNA 1 (head to head),USP27X-DT,USP27X-AS1,"Homo sapiens USP27X antisense RNA 1 (head to head) (USP27X-AS1), long non-coding RNA [NR_026742]",NR_026742,158572.0
22454,A_33_P3747204,uncharacterized LOC728175,LINC02363,LOC728175,"Homo sapiens uncharacterized LOC728175 (LOC728175), long non-coding RNA [NR_040108]",NR_040108,728175.0
22482,A_33_P3214066,cancer susceptibility candidate 14 (non-protein coding),NBAT1,CASC14,"Homo sapiens cancer susceptibility candidate 14 (non-protein coding) (CASC14), long non-coding RNA [NR_034143]",NR_034143,729177.0
22485,A_23_P253586,dopey family member 2,DOP1B,DOPEY2,"Homo sapiens dopey family member 2 (DOPEY2), mRNA [NM_005128]",NM_005128,9980.0
22499,A_23_P401547,poliovirus receptor-related 3,NECTIN3,PVRL3,"Homo sapiens poliovirus receptor-related 3 (PVRL3), transcript variant 1, mRNA [NM_015480]",NM_015480,25945.0
22509,A_33_P3227716,GATS protein-like 3,CASTOR1,GATSL3,"Homo sapiens GATS protein-like 3 (GATSL3), mRNA [NM_001037666]",NM_001037666,652968.0
26686,A_33_P3226050,GATS protein-like 3,CASTOR1,GATSL3,"Homo sapiens GATS protein-like 3 (GATSL3), mRNA [NM_001037666]",NM_001037666,652968.0
22514,A_23_P426153,coiled-coil domain containing 37,CFAP100,CCDC37,"Homo sapiens coiled-coil domain containing 37 (CCDC37), mRNA [NM_182628]",NM_182628,348807.0
22536,A_32_P942508,family with sequence similarity 27-like,FAM27E5,FAM27L,"Homo sapiens family with sequence similarity 27-like (FAM27L), long non-coding RNA [NR_028336]",NR_028336,284123.0
22556,A_23_P201432,adenylosuccinate synthase,ADSS2,ADSS,"Homo sapiens adenylosuccinate synthase (ADSS), mRNA [NM_001126]",NM_001126,159.0
22566,A_23_P305977,GRAM domain containing 2,GRAMD2A,GRAMD2,"Homo sapiens GRAM domain containing 2 (GRAMD2), mRNA [NM_001012642]",NM_001012642,196996.0
22579,A_33_P3392245,"family with sequence similarity 178, member A",SLF2,FAM178A,"Homo sapiens family with sequence similarity 178, member A (FAM178A), transcript variant 2, mRNA [NM_001136123]",NM_001136123,55719.0
22645,A_23_P154740,polo-like kinase 1 substrate 1,KIZ,PLK1S1,"Homo sapiens polo-like kinase 1 substrate 1 (PLK1S1), transcript variant 1, mRNA [NM_018474]",NM_018474,
22655,A_33_P3667419,uncharacterized LOC340107,LINC02239,LOC340107,"Homo sapiens uncharacterized LOC340107 (LOC340107), long non-coding RNA [NR_037896]",NR_037896,340107.0
22710,A_23_P45851,hippocampus abundant transcript 1,MFSD14A,HIAT1,"Homo sapiens hippocampus abundant transcript 1 (HIAT1), mRNA [NM_033055]",NM_033055,64645.0
22714,A_33_P3503990,uncharacterized LOC286184,LINC01289,LOC286184,"Homo sapiens uncharacterized LOC286184 (LOC286184), long non-coding RNA [NR_038875]",NR_038875,
22736,A_33_P3311994,KIAA1239,NWD2,KIAA1239,"Homo sapiens KIAA1239 (KIAA1239), mRNA [NM_001144990]",NM_001144990,
26481,A_23_P396934,KIAA1239,NWD2,KIAA1239,"Homo sapiens KIAA1239 (KIAA1239), mRNA [NM_001144990]",NM_001144990,
22757,A_23_P7083,CTBP1 antisense RNA 2 (head to head),CTBP1-DT,CTBP1-AS2,"Homo sapiens CTBP1 antisense RNA 2 (head to head) (CTBP1-AS2), long non-coding RNA [NR_033339]",NR_033339,92070.0
22784,A_32_P16053,uncharacterized LOC284801,MIR663AHG,LOC284801,"Homo sapiens uncharacterized LOC284801 (LOC284801), long non-coding RNA [NR_040095]",NR_040095,284801.0
22802,A_23_P347508,Sel1 repeat containing 1,COA7,SELRC1,"Homo sapiens Sel1 repeat containing 1 (SELRC1), mRNA [NM_023077]",NM_023077,
22857,A_23_P140190,KIAA0125,FAM30A,KIAA0125,"Homo sapiens KIAA0125 (KIAA0125), long non-coding RNA [NR_026800]",NR_026800,9834.0
29482,A_24_P95723,KIAA0125,FAM30A,KIAA0125,"Homo sapiens KIAA0125 (KIAA0125), long non-coding RNA [NR_026800]",NR_026800,9834.0
22877,A_23_P7866,G protein-coupled receptor 115,ADGRF4,GPR115,"Homo sapiens G protein-coupled receptor 115 (GPR115), mRNA [NM_153838]",NM_153838,221393.0
22930,A_23_P59528,ACN9 homolog (S. cerevisiae),SDHAF3,ACN9,"Homo sapiens ACN9 homolog (S. cerevisiae) (ACN9), mRNA [NM_020186]",NM_020186,57001.0
22975,A_33_P3875565,uncharacterized LOC100270679,LINC01432,LOC100270679,"Homo sapiens uncharacterized LOC100270679 (LOC100270679), long non-coding RNA [NR_038394]",NR_038394,100270679.0
23021,A_33_P3401247,uncharacterized LOC100129924,TMEM269,LOC100129924,"Homo sapiens uncharacterized LOC100129924 (LOC100129924), mRNA [NM_001242750]",NM_001242750,100129924.0
23039,A_23_P54556,MKL/myocardin-like 2,MRTFB,MKL2,"Homo sapiens MKL/myocardin-like 2 (MKL2), mRNA [NM_014048]",NM_014048,57496.0
23049,A_23_P77201,chromosome 15 open reading frame 41,CDIN1,C15orf41,"Homo sapiens chromosome 15 open reading frame 41 (C15orf41), transcript variant 2, mRNA [NM_032499]",NM_032499,84529.0
23055,A_23_P30799,"histone cluster 1, H3f",H3C7,HIST1H3F,"Homo sapiens histone cluster 1, H3f (HIST1H3F), mRNA [NM_021018]",NM_021018,8968.0
23111,A_33_P3709327,uncharacterized LOC100144602,EPHA5-AS1,LOC100144602,"Homo sapiens uncharacterized LOC100144602 (LOC100144602), long non-coding RNA [NR_034138]",NR_034138,100144602.0
23128,A_23_P145134,FGFR1 oncogene partner,CEP43,FGFR1OP,"Homo sapiens FGFR1 oncogene partner (FGFR1OP), transcript variant 1, mRNA [NM_007045]",NM_007045,11116.0
23151,A_23_P256059,ribosomal protein L23a pseudogene,RPL23AP87,FLJ43681,"Homo sapiens ribosomal protein L23a pseudogene (FLJ43681), non-coding RNA [NR_029406]",NR_029406,388574.0
23153,A_33_P3354847,chromosome 9 open reading frame 171,CFAP77,C9orf171,"Homo sapiens chromosome 9 open reading frame 171 (C9orf171), transcript variant 1, mRNA [NM_207417]",NM_207417,389799.0
23209,A_33_P3306983,chromosome 11 open reading frame 31,SELENOH,C11orf31,"Homo sapiens chromosome 11 open reading frame 31 (C11orf31), mRNA [NM_170746]",NM_170746,280636.0
33956,A_23_P340318,chromosome 11 open reading frame 31,SELENOH,C11orf31,"Homo sapiens chromosome 11 open reading frame 31 (C11orf31), mRNA [NM_170746]",NM_170746,280636.0
23234,A_23_P2446,transmembrane protein 5,RXYLT1,TMEM5,"Homo sapiens transmembrane protein 5 (TMEM5), transcript variant 1, mRNA [NM_014254]",NM_014254,10329.0
23237,A_24_P146211,"histone cluster 1, H2bd",H2BC5,HIST1H2BD,"Homo sapiens histone cluster 1, H2bd (HIST1H2BD), transcript variant 1, mRNA [NM_021063]",NM_021063,3017.0
23284,A_23_P395374,"histone cluster 1, H4d",H4C4,HIST1H4D,"Homo sapiens histone cluster 1, H4d (HIST1H4D), mRNA [NM_003539]",NM_003539,8360.0
26968,A_33_P3410836,"histone cluster 1, H4d",H4C4,HIST1H4D,"Homo sapiens histone cluster 1, H4d (HIST1H4D), mRNA [NM_003539]",NM_003539,8360.0
23297,A_23_P43175,septin 10,SEPTIN10,2015-09-10 00:00:00,"Homo sapiens septin 10 (SEPT10), transcript variant 1, mRNA [NM_144710]",NM_144710,151011.0
23451,A_23_P97632,glutamyl-prolyl-tRNA synthetase,EPRS1,EPRS,"Homo sapiens glutamyl-prolyl-tRNA synthetase (EPRS), mRNA [NM_004446]",NM_004446,2058.0
23510,A_23_P19663,connective tissue growth factor,CCN2,CTGF,"Homo sapiens connective tissue growth factor (CTGF), mRNA [NM_001901]",NM_001901,1490.0
23519,A_23_P69179,leprecan-like 1,P3H2,LEPREL1,"Homo sapiens leprecan-like 1 (LEPREL1), transcript variant 1, mRNA [NM_018192]",NM_018192,55214.0
23587,A_24_P48248,chromosome 17 open reading frame 53,HROB,C17orf53,"Homo sapiens chromosome 17 open reading frame 53 (C17orf53), transcript variant 1, mRNA [NM_024032]",NM_024032,78995.0
23603,A_33_P3223687,chromosome 8 open reading frame 22,PPDPFL,C8orf22,"Homo sapiens chromosome 8 open reading frame 22 (C8orf22), transcript variant 1, mRNA [NM_001007176]",NM_001007176,492307.0
24593,A_32_P80741,chromosome 8 open reading frame 22,PPDPFL,C8orf22,"Homo sapiens chromosome 8 open reading frame 22 (C8orf22), transcript variant 1, mRNA [NM_001007176]",NM_001007176,492307.0
23609,A_24_P131580,"alkaline phosphatase, placental-like 2",ALPG,ALPPL2,"Homo sapiens alkaline phosphatase, placental-like 2 (ALPPL2), mRNA [NM_031313]",NM_031313,251.0
23615,A_23_P145424,KIAA1009,CEP162,KIAA1009,"Homo sapiens KIAA1009 (KIAA1009), transcript variant 1, mRNA [NM_014895]",NM_014895,
23617,A_23_P88678,chromosome 15 open reading frame 27,TMEM266,C15orf27,"Homo sapiens chromosome 15 open reading frame 27 (C15orf27), mRNA [NM_152335]",NM_152335,123591.0
23650,A_24_P595717,"family with sequence similarity 179, member A",TOGARAM2,FAM179A,"Homo sapiens family with sequence similarity 179, member A (FAM179A), mRNA [NM_199280]",NM_199280,165186.0
23670,A_23_P66117,integrin alpha FG-GAP repeat containing 3,FAM234A,ITFG3,"Homo sapiens integrin alpha FG-GAP repeat containing 3 (ITFG3), transcript variant 1, mRNA [NM_032039]",NM_032039,83986.0
23717,A_32_P56604,spermatid associated,CBY2,SPERT,"Homo sapiens spermatid associated (SPERT), transcript variant 1, mRNA [NM_152719]",NM_152719,220082.0
23727,A_23_P34396,chromosome 1 open reading frame 63,RSRP1,C1orf63,"Homo sapiens chromosome 1 open reading frame 63 (C1orf63), mRNA [NM_020317]",NM_020317,
23739,A_33_P3398917,chromosome 15 open reading frame 59,INSYN1,C15orf59,"Homo sapiens chromosome 15 open reading frame 59 (C15orf59), mRNA [NM_001039614]",NM_001039614,388135.0
23776,A_33_P3864861,uncharacterized LOC339505,LINC01141,LOC339505,"Homo sapiens uncharacterized LOC339505 (LOC339505), long non-coding RNA [NR_033887]",NR_033887,
23794,A_23_P14340,KIAA0391,PRORP,KIAA0391,"Homo sapiens KIAA0391 (KIAA0391), transcript variant 1, mRNA [NM_014672]",NM_014672,9692.0
23816,A_33_P3326578,KIAA1211-like,CRACDL,KIAA1211L,"Homo sapiens KIAA1211-like (KIAA1211L), mRNA [NM_207362]",NM_207362,343990.0
32808,A_24_P272313,KIAA1211-like,CRACDL,KIAA1211L,"Homo sapiens KIAA1211-like (KIAA1211L), mRNA [NM_207362]",NM_207362,343990.0
23819,A_23_P54728,"family with sequence similarity 173, member A",ANTKMT,FAM173A,"Homo sapiens family with sequence similarity 173, member A (FAM173A), transcript variant 1, mRNA [NM_023933]",NM_023933,65990.0
23829,A_23_P115375,"histone cluster 2, H3d",H3C13,HIST2H3D,"Homo sapiens histone cluster 2, H3d (HIST2H3D), mRNA [NM_001123375]",NM_001123375,653604.0
23850,A_33_P3267731,uncharacterized LOC100130954,LINC01502,LOC100130954,"Homo sapiens uncharacterized LOC100130954 (LOC100130954), long non-coding RNA [NR_034016]",NR_034016,100130954.0
23875,A_23_P62227,chromosome X open reading frame 21,TASL,CXorf21,"Homo sapiens chromosome X open reading frame 21 (CXorf21), mRNA [NM_025159]",NM_025159,80231.0
23886,A_32_P169505,KIAA2022,NEXMIF,KIAA2022,"Homo sapiens KIAA2022 (KIAA2022), mRNA [NM_001008537]",NM_001008537,340533.0
23896,A_24_P25346,"cirrhosis, autosomal recessive 1A (cirhin)",UTP4,CIRH1A,"Homo sapiens cirrhosis, autosomal recessive 1A (cirhin) (CIRH1A), mRNA [NM_032830]",NM_032830,84916.0
23900,A_32_P128209,chromosome 5 open reading frame 27,LINC01554,C5orf27,"Homo sapiens chromosome 5 open reading frame 27 (C5orf27), long non-coding RNA [NR_026936]",NR_026936,202299.0
23904,A_23_P49459,exonuclease NEF-sp,REXO5,LOC81691,"Homo sapiens exonuclease NEF-sp (LOC81691), transcript variant 1, mRNA [NM_030941]",NM_030941,81691.0
23917,A_23_P25935,chromosome 14 open reading frame 1,ERG28,C14orf1,"Homo sapiens chromosome 14 open reading frame 1 (C14orf1), mRNA [NM_007176]",NM_007176,11161.0
23930,A_33_P3609033,HOXD cluster antisense RNA 1,HAGLR,HOXD-AS1,"Homo sapiens HOXD cluster antisense RNA 1 (HOXD-AS1), long non-coding RNA [NR_033979]",NR_033979,401022.0
23941,A_23_P82588,chromosome 7 open reading frame 55,FMC1,C7orf55,"Homo sapiens chromosome 7 open reading frame 55 (C7orf55), transcript variant 1, mRNA [NM_197964]",NM_197964,154791.0
23986,A_23_P167872,G protein-coupled receptor 111,ADGRF2,GPR111,"Homo sapiens G protein-coupled receptor 111 (GPR111), mRNA [NM_153839]",NM_153839,222611.0
23994,A_33_P3226735,six-twelve leukemia,RNF217-AS1,STL,"Homo sapiens six-twelve leukemia (STL), long non-coding RNA [NR_026876]",NR_026876,7955.0
24007,A_23_P111041,"histone cluster 1, H2bi",H2BC10,HIST1H2BI,"Homo sapiens histone cluster 1, H2bi (HIST1H2BI), mRNA [NM_003525]",NM_003525,8346.0
24024,A_24_P710730,"glucuronidase, beta pseudogene",GUSBP14,SMA4,"Homo sapiens glucuronidase, beta pseudogene (SMA4), transcript variant 2, non-coding RNA [NR_024054]",NR_024054,11039.0
24030,A_23_P390744,FGFR1OP N-terminal like,CEP20,FOPNL,"Homo sapiens FGFR1OP N-terminal like (FOPNL), mRNA [NM_144600]",NM_144600,123811.0
24115,A_32_P103837,"family with sequence similarity 60, member A",SINHCAF,FAM60A,"Homo sapiens family with sequence similarity 60, member A (FAM60A), transcript variant 2, mRNA [NM_021238]",NM_021238,58516.0
25992,A_23_P13663,"family with sequence similarity 60, member A",SINHCAF,FAM60A,"Homo sapiens family with sequence similarity 60, member A (FAM60A), transcript variant 2, mRNA [NM_021238]",NM_021238,58516.0
24132,A_33_P3385148,chromosome 1 open reading frame 186,RHEX,C1orf186,chromosome 1 open reading frame 186 [Source:HGNC Symbol;Acc:25341] [ENST00000582070],NM_001007544,440712.0
24800,A_23_P95640,chromosome 1 open reading frame 186,RHEX,C1orf186,"Homo sapiens chromosome 1 open reading frame 186 (C1orf186), mRNA [NM_001007544]",NM_001007544,440712.0
24168,A_24_P391991,acyloxyacyl hydrolase (neutrophil),FAM183BP,FAM183B,"Homo sapiens family with sequence similarity 183, member B (FAM183B), non-coding RNA [NR_028347]",NR_028347,340286.0
24254,A_33_P3240578,MLLT4 antisense RNA 1 (head to head),AFDN-DT,MLLT4-AS1,"Homo sapiens MLLT4 antisense RNA 1 (head to head) (MLLT4-AS1), long non-coding RNA [NR_027906]",NR_027906,653483.0
24357,A_33_P3420633,chromosome 16 open reading frame 11,PRR35,C16orf11,"Homo sapiens chromosome 16 open reading frame 11 (C16orf11), mRNA [NM_145270]",NM_145270,
24383,A_32_P341615,chromosome 9 open reading frame 84,SHOC1,C9orf84,"Homo sapiens chromosome 9 open reading frame 84 (C9orf84), transcript variant 1, mRNA [NM_173521]",NM_173521,158401.0
24390,A_24_P924202,pecanex-like 3 (Drosophila),PCNX3,PCNXL3,"Homo sapiens pecanex-like 3 (Drosophila) (PCNXL3), mRNA [NM_032223]",NM_032223,399909.0
24392,A_33_P3246026,"defensin, beta 131",DEFB131A,DEFB131,"Homo sapiens defensin, beta 131 (DEFB131), mRNA [NM_001040448]",NM_001040448,644414.0
24403,A_23_P167358,chromosome 4 open reading frame 29,ABHD18,C4orf29,"Homo sapiens chromosome 4 open reading frame 29 (C4orf29), mRNA [NM_001039717]",NM_001039717,80167.0
24494,A_23_P20743,transmembrane protein 246,PGAP4,TMEM246,"Homo sapiens transmembrane protein 246 (TMEM246), mRNA [NM_032342]",NM_032342,84302.0
24527,A_23_P340188,family with sequence similarity 122C,PABIR3,FAM122C,"Homo sapiens family with sequence similarity 122C (FAM122C), transcript variant 2, mRNA [NM_138819]",NM_138819,159091.0
27575,A_33_P3350583,family with sequence similarity 122C,PABIR3,FAM122C,"Homo sapiens family with sequence similarity 122C (FAM122C), transcript variant 2, mRNA [NM_138819]",NM_138819,159091.0
24560,A_33_P3433258,uncharacterized LOC401134,LINC02232,LOC401134,"Homo sapiens uncharacterized LOC401134 (LOC401134), long non-coding RNA [NR_033976]",NR_033976,401134.0
24615,A_32_P191527,SET domain containing (lysine methyltransferase) 8,KMT5A,SETD8,"Homo sapiens SET domain containing (lysine methyltransferase) 8 (SETD8), mRNA [NM_020382]",NM_020382,387893.0
33553,A_32_P191859,SET domain containing (lysine methyltransferase) 8,KMT5A,SETD8,"Homo sapiens SET domain containing (lysine methyltransferase) 8 (SETD8), mRNA [NM_020382]",NM_020382,387893.0
24643,A_23_P432352,chromosome X open reading frame 61,CT83,CXorf61,"Homo sapiens chromosome X open reading frame 61 (CXorf61), mRNA [NM_001017978]",NM_001017978,
24644,A_23_P348138,megakaryoblastic leukemia (translocation) 1,MRTFA,MKL1,"Homo sapiens megakaryoblastic leukemia (translocation) 1 (MKL1), transcript variant 1, mRNA [NM_020831]",NM_020831,57591.0
24675,A_33_P3346327,fibroblast growth factor 7 pseudogene,FGF7P6,KGFLP1,"Homo sapiens fibroblast growth factor 7 pseudogene (KGFLP1), transcript variant 2, non-coding RNA [NR_003674]",NR_003674,387628.0
24684,A_32_P182299,chromosome 1 open reading frame 168,FYB2,C1orf168,"Homo sapiens chromosome 1 open reading frame 168 (C1orf168), mRNA [NM_001004303]",NM_001004303,199920.0
24733,A_24_P94319,chromosome 1 open reading frame 177,LEXM,C1orf177,"Homo sapiens chromosome 1 open reading frame 177 (C1orf177), transcript variant 1, mRNA [NM_152607]",NM_152607,163747.0
24758,A_24_P124973,necdin-like 2,NSMCE3,NDNL2,"Homo sapiens necdin-like 2 (NDNL2), mRNA [NM_138704]",NM_138704,56160.0
24781,A_23_P312646,chromosome 9 open reading frame 142,PAXX,C9orf142,"Homo sapiens chromosome 9 open reading frame 142 (C9orf142), mRNA [NM_183241]",NM_183241,286257.0
24811,A_33_P3292254,transmembrane protein C9orf144B pseudogene,FAM205BP,FAM205B,"Homo sapiens family with sequence similarity 205, member B (FAM205B), non-coding RNA [NR_024481]",NR_024481,389715.0
31719,A_33_P3366019,transmembrane protein C9orf144B pseudogene,FAM205BP,FAM205B,"Homo sapiens family with sequence similarity 205, member B (FAM205B), non-coding RNA [NR_024481]",NR_024481,389715.0
24825,A_23_P305877,transmembrane protein 261,DMAC1,TMEM261,"Homo sapiens transmembrane protein 261 (TMEM261), mRNA [NM_033428]",NM_033428,90871.0
24828,A_33_P3336240,"defensin, beta 109, pseudogene 1",DEFB109A,DEFB109P1,"Homo sapiens defensin, beta 109, pseudogene 1 (DEFB109P1), non-coding RNA [NR_024044]",NR_024044,245912.0
24830,A_23_P333038,WD repeat domain 96,CFAP43,WDR96,"Homo sapiens WD repeat domain 96 (WDR96), mRNA [NM_025145]",NM_025145,80217.0
26450,A_23_P63725,WD repeat domain 96,CFAP43,WDR96,"Homo sapiens WD repeat domain 96 (WDR96), mRNA [NM_025145]",NM_025145,80217.0
24835,A_32_P75792,"family with sequence similarity 132, member A",C1QTNF12,FAM132A,"Homo sapiens family with sequence similarity 132, member A (FAM132A), mRNA [NM_001014980]",NM_001014980,388581.0
24850,A_33_P3258953,EP400 N-terminal like,EP400P1,EP400NL,"Homo sapiens EP400 N-terminal like (EP400NL), non-coding RNA [NR_003290]",NR_003290,347918.0
24869,A_33_P3219095,uncharacterized LOC728606,PCAT18,LOC728606,"Homo sapiens uncharacterized LOC728606 (LOC728606), long non-coding RNA [NR_024259]",NR_024259,
24873,A_23_P202170,meningioma expressed antigen 5 (hyaluronidase),OGA,MGEA5,"Homo sapiens meningioma expressed antigen 5 (hyaluronidase) (MGEA5), transcript variant 1, mRNA [NM_012215]",NM_012215,10724.0
24909,A_23_P69941,EPB41L4A antisense RNA 2 (head to head),EPB41L4A-DT,EPB41L4A-AS2,"Homo sapiens EPB41L4A antisense RNA 2 (head to head) (EPB41L4A-AS2), long non-coding RNA [NR_027706]",NR_027706,54508.0
24978,A_24_P344666,p21 protein (Cdc42/Rac)-activated kinase 7,PAK5,PAK7,"Homo sapiens p21 protein (Cdc42/Rac)-activated kinase 7 (PAK7), transcript variant 1, mRNA [NM_020341]",NM_020341,57144.0
25027,A_24_P86389,"histone cluster 1, H2am",H2AC17,HIST1H2AM,"Homo sapiens histone cluster 1, H2am (HIST1H2AM), mRNA [NM_003514]",NM_003514,8336.0
30338,A_32_P221799,"histone cluster 1, H2am",H2AC17,HIST1H2AM,"Homo sapiens histone cluster 1, H2am (HIST1H2AM), mRNA [NM_003514]",NM_003514,8336.0
25041,A_23_P501435,CSRP2 binding protein,KAT14,CSRP2BP,"Homo sapiens CSRP2 binding protein (CSRP2BP), transcript variant 1, mRNA [NM_020536]",NM_020536,57325.0
25053,A_23_P20823,WD repeat domain 34,DYNC2I2,WDR34,"Homo sapiens WD repeat domain 34 (WDR34), mRNA [NM_052844]",NM_052844,89891.0
25062,A_23_P30175,erbb2 interacting protein,ERBIN,ERBB2IP,"Homo sapiens erbb2 interacting protein (ERBB2IP), transcript variant 2, mRNA [NM_018695]",NM_018695,55914.0
25070,A_33_P3390107,"RNA, 18S ribosomal 5",RNA18SN5,RNA18S5,"Homo sapiens RNA, 18S ribosomal 5 (RNA18S5), ribosomal RNA [NR_003286]",NR_003286,100008588.0
25071,A_23_P330419,"acid phosphatase, testicular",ACP4,ACPT,"Homo sapiens acid phosphatase, testicular (ACPT), mRNA [NM_033068]",NM_033068,93650.0
25077,A_32_P202013,"family with sequence similarity 196, member A",INSYN2A,FAM196A,"Homo sapiens family with sequence similarity 196, member A (FAM196A), mRNA [NM_001039762]",NM_001039762,642938.0
25078,A_23_P318039,RCD1 required for cell differentiation1 homolog (S. pombe),CNOT9,RQCD1,"Homo sapiens RCD1 required for cell differentiation1 homolog (S. pombe) (RQCD1), transcript variant 2, mRNA [NM_005444]",NM_005444,9125.0
25142,A_33_P3361292,long intergenic non-protein coding RNA 1105,SILC1,LINC01105,"Homo sapiens long intergenic non-protein coding RNA 1105 (LINC01105), long non-coding RNA [NR_026832]",NR_026832,150622.0
33859,A_33_P3303309,long intergenic non-protein coding RNA 1105,SILC1,LINC01105,"Homo sapiens long intergenic non-protein coding RNA 1105 (LINC01105), long non-coding RNA [NR_026832]",NR_026832,150622.0
25156,A_23_P73150,tetratricopeptide repeat domain 25,ODAD4,TTC25,"Homo sapiens tetratricopeptide repeat domain 25 (TTC25), mRNA [NM_031421]",NM_031421,83538.0
25201,A_33_P3362331,"defensin, beta 130",DEFB130A,DEFB130,"Homo sapiens defensin, beta 130 (DEFB130), mRNA [NM_001037804]",NM_001037804,245940.0
25866,A_33_P3323902,"defensin, beta 130",DEFB130A,DEFB130,"Homo sapiens defensin, beta 130 (DEFB130), mRNA [NM_001037804]",NM_001037804,245940.0
25241,A_24_P370420,Williams-Beuren syndrome chromosome region 16,RCC1L,WBSCR16,"Homo sapiens Williams-Beuren syndrome chromosome region 16 (WBSCR16), transcript variant 1, mRNA [NM_030798]",NM_030798,81554.0
25299,A_32_P148824,chromosome 1 open reading frame 27,ODR4,C1orf27,"Homo sapiens chromosome 1 open reading frame 27 (C1orf27), transcript variant 1, mRNA [NM_017847]",NM_017847,54953.0
25338,A_23_P7976,"histone cluster 1, H1e",H1-4,HIST1H1E,"Homo sapiens histone cluster 1, H1e (HIST1H1E), mRNA [NM_005321]",NM_005321,3008.0
25360,A_33_P3248664,valyl-tRNA synthetase,VARS1,VARS,"Homo sapiens valyl-tRNA synthetase (VARS), mRNA [NM_006295]",NM_006295,7407.0
25361,A_33_P3278654,uncharacterized LOC283332,LINC02396,LOC283332,"Homo sapiens uncharacterized LOC283332 (LOC283332), long non-coding RNA [NR_026948]",NR_026948,283332.0
25401,A_33_P3244317,mesoderm development candidate 2,MESD,MESDC2,"Homo sapiens mesoderm development candidate 2 (MESDC2), mRNA [NM_015154]",NM_015154,23184.0
25412,A_33_P3617655,uncharacterized LOC339442,LINC01343,LOC339442,"Homo sapiens uncharacterized LOC339442 (LOC339442), long non-coding RNA [NR_038928]",NR_038928,339442.0
25415,A_23_P70168,threonyl-tRNA synthetase,TARS1,TARS,"Homo sapiens threonyl-tRNA synthetase (TARS), transcript variant 1, mRNA [NM_152295]",NM_152295,6897.0
25432,A_33_P3335147,muscle-related coiled-coil protein,CAVIN4,MURC,"Homo sapiens muscle-related coiled-coil protein (MURC), mRNA [NM_001018116]",NM_001018116,347273.0
25451,A_24_P361427,"TBC1 domain family, member 29",TBC1D29P,TBC1D29,"Homo sapiens TBC1 domain family, member 29 (TBC1D29), mRNA [NM_015594]",NM_015594,26083.0
25471,A_32_P473302,uncharacterized LOC401491,VLDLR-AS1,FLJ35024,"Homo sapiens uncharacterized LOC401491 (FLJ35024), long non-coding RNA [NR_015375]",NR_015375,
25476,A_33_P3374997,CCDC41 antisense RNA 1 (head to head),CEP83-DT,CCDC41-AS1,"Homo sapiens CCDC41 antisense RNA 1 (head to head) (CCDC41-AS1), long non-coding RNA [NR_027035]",NR_027035,
25560,A_33_P3274756,dopey family member 1,DOP1A,DOPEY1,"Homo sapiens dopey family member 1 (DOPEY1), transcript variant 1, mRNA [NM_015018]",NM_015018,23033.0
25569,A_33_P3286146,uncharacterized LOC100132891,MSC-AS1,LOC100132891,"Homo sapiens uncharacterized LOC100132891 (LOC100132891), transcript variant 1, long non-coding RNA [NR_033652]",NR_033652,100132891.0
25589,A_32_P232411,patched domain containing 2,DISP3,PTCHD2,"Homo sapiens patched domain containing 2 (PTCHD2), mRNA [NM_020780]",NM_020780,57540.0
25590,A_23_P379550,tyrosyl-tRNA synthetase,YARS1,YARS,"Homo sapiens tyrosyl-tRNA synthetase (YARS), mRNA [NM_003680]",NM_003680,8565.0
25599,A_33_P3322259,"testis specific protein, Y-linked 10",TSPY2,TSPY10,"Homo sapiens testis specific protein, Y-linked 10 (TSPY10), mRNA [NM_001282469]",NM_022573,100289087.0
25601,A_23_P253350,chromosome 8 open reading frame 4,TCIM,C8orf4,"Homo sapiens chromosome 8 open reading frame 4 (C8orf4), mRNA [NM_020130]",NM_020130,56892.0
25636,A_33_P3395547,hyaluronoglucosaminidase pseudogene 1,HYAL6P,HYALP1,"Homo sapiens hyaluronoglucosaminidase pseudogene 1 (HYALP1), non-coding RNA [NR_002731]",NR_002731,26062.0
25649,A_33_P3409580,uncharacterized LOC100129722,STPG3-AS1,LOC100129722,"Homo sapiens uncharacterized LOC100129722 (LOC100129722), long non-coding RNA [NR_038389]",NR_038389,100129722.0
